1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
