0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0
0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0,0
0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0,0
0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0,0
0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0,0
0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0,0
0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0,0
0.05815,0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0,0
0.052335,0.05815,0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0,0
0.047101,0.052335,0.05815,0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0,0
0.042391,0.047101,0.052335,0.05815,0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0,0
0.038152,0.042391,0.047101,0.052335,0.05815,0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1,0
0.034337,0.038152,0.042391,0.047101,0.052335,0.05815,0.064611,0.07179,0.079766,0.088629,0.098477,0.10942,0.12158,0.13509,0.15009,0.16677,0.1853,0.20589,0.22877,0.25419,0.28243,0.31381,0.34868,0.38742,0.43047,0.4783,0.53144,0.59049,0.6561,0.729,0.81,0.9,1
