-0.0019522,-0.0019599,-0.0019691,-0.001991,-0.0020101,-0.0020224,-0.0020338,-0.0020512,-0.0020738,-0.0020958,-0.0021151,-0.0021316,-0.0021452,-0.0021563,-0.0021657,-0.0021742,-0.0021817,-0.0021881,-0.0021937,-0.0021991,-0.0022039,-0.0022072,-0.0022087,-0.0022084,-0.002206,-0.0022017,-0.0021961,-0.0021892,-0.0021815,-0.0021731,-0.0021633,-0.0021517,-0.002139,-0.0021254,-0.0021096,-0.0020918,-0.0020727,-0.0020534,-0.0020335,-0.0020133,-0.0019933,-0.0019737,-0.0019539,-0.0019336,-0.0019126,-0.0018905,-0.0018675,-0.001844,-0.0018204,-0.0017967,-0.0017735,-0.0017513,-0.00173,-0.0017099,-0.0016908,-0.0016731,-0.0016567,-0.0016416,-0.0016273,-0.0016138,-0.0016013,-0.0015898,-0.0015796,-0.001571,-0.0015637,-0.0015574,-0.0015519,-0.0015473,-0.0015443,-0.0015431,-0.0015439,-0.0015469,-0.0015526,-0.0015616,-0.0015739,-0.001589,-0.0016062,-0.0016245,-0.0016434,-0.0016634,-0.0016846,-0.0017069,-0.0017296,-0.0017521,-0.0017749,-0.0017967,-0.0018141,-0.0018301,-0.0018492,-0.0018704,-0.00189,-0.0019033,-0.0019191
1.6193,1.6186,1.6166,1.6117,1.603,1.6093,1.6011,1.6011,1.6061,1.602,1.6013,1.6054,1.6074,1.6101,1.6151,1.6208,1.6271,1.6346,1.6425,1.6495,1.6561,1.6641,1.6732,1.6827,1.6923,1.7024,1.7138,1.7269,1.7405,1.7524,1.7639,1.7747,1.785,1.7951,1.8057,1.818,1.8301,1.8441,1.8575,1.8717,1.8853,1.8986,1.9119,1.9242,1.936,1.9478,1.9591,1.9686,1.9771,1.9849,1.9924,1.999,2.0043,2.008,2.0106,2.0121,2.0132,2.0141,2.014,2.0119,2.0081,2.0027,1.9958,1.9864,1.9747,1.9603,1.9434,1.927,1.9107,1.8947,1.8787,1.862,1.8456,1.8304,1.8164,1.8028,1.7888,1.7759,1.7647,1.7538,1.7424,1.7332,1.7259,1.7141,1.7038,1.7013,1.6907,1.6797,1.6803,1.6649,1.6612,1.6588,1.6518
2.7829,2.8437,2.8574,2.8776,2.8974,2.9046,2.922,2.9328,2.9388,2.9509,2.9594,2.9625,2.9707,2.9854,2.9982,3.0106,3.0215,3.0269,3.0302,3.0329,3.0377,3.0458,3.0531,3.0599,3.0672,3.0765,3.0855,3.0936,3.0976,3.0956,3.0923,3.0884,3.085,3.0822,3.0835,3.0873,3.0924,3.0944,3.0967,3.0965,3.0954,3.092,3.0872,3.0815,3.0746,3.0668,3.0573,3.0454,3.0337,3.0242,3.0142,3.0044,2.9937,2.98,2.9667,2.9545,2.9429,2.9319,2.9201,2.9046,2.8868,2.8668,2.8444,2.8186,2.7918,2.7655,2.7434,2.7291,2.7186,2.711,2.7066,2.7059,2.709,2.7162,2.7248,2.7356,2.7488,2.7623,2.7758,2.7909,2.8063,2.8177,2.8284,2.8437,2.8553,2.8572,2.8657,2.8735,2.8719,2.8786,2.8785,2.8753,2.8751
3.1016,3.1014,3.0905,3.0823,3.0727,3.0635,3.0569,3.0498,3.0428,3.0365,3.0314,3.0266,3.022,3.0187,3.0164,3.015,3.0142,3.014,3.0146,3.0154,3.0165,3.0188,3.0217,3.025,3.0287,3.0332,3.0385,3.0446,3.0511,3.058,3.0652,3.073,3.081,3.0886,3.0966,3.1044,3.1125,3.1205,3.1292,3.1384,3.1482,3.1582,3.1686,3.1795,3.1905,3.2017,3.2132,3.2245,3.2357,3.2467,3.2574,3.2677,3.2776,3.287,3.2958,3.3041,3.3119,3.3193,3.3267,3.3338,3.3405,3.3467,3.3522,3.3569,3.3606,3.3626,3.3626,3.3606,3.3566,3.3511,3.3445,3.3363,3.3267,3.3161,3.3052,3.2939,3.2819,3.2699,3.2583,3.2464,3.234,3.2221,3.211,3.1998,3.1887,3.1784,3.1691,3.1603,3.1502,3.1417,3.1345,3.1266,3.1253
1.9254,1.9576,1.9666,1.9748,1.9846,1.9976,2.0044,2.0156,2.0301,2.0397,2.0494,2.0629,2.0767,2.0899,2.1037,2.1194,2.1346,2.1483,2.1627,2.1766,2.1894,2.2033,2.2176,2.2325,2.2474,2.261,2.2738,2.2871,2.3007,2.3122,2.3241,2.3347,2.344,2.3524,2.3606,2.3699,2.3777,2.3852,2.3912,2.3963,2.3999,2.4021,2.4032,2.4018,2.3994,2.396,2.3913,2.3843,2.3763,2.3684,2.3596,2.3496,2.3382,2.3248,2.3107,2.2956,2.2797,2.2637,2.2469,2.2283,2.2097,2.191,2.1722,2.1514,2.1299,2.1076,2.086,2.0692,2.0549,2.0423,2.0299,2.0176,2.0072,2,1.9936,1.987,1.9808,1.9762,1.9715,1.9663,1.9628,1.9612,1.9583,1.9538,1.9525,1.9529,1.949,1.9464,1.9497,1.9462,1.947,1.9537,1.9632
3.1113,3.0755,3.0728,3.0716,3.069,3.0699,3.0714,3.0708,3.0695,3.071,3.0714,3.0699,3.0681,3.0626,3.0553,3.0478,3.0412,3.036,3.0308,3.026,3.02,3.0109,3.0014,2.9918,2.9813,2.9696,2.9575,2.9449,2.9335,2.9255,2.9176,2.91,2.9023,2.8942,2.8823,2.8677,2.8533,2.8393,2.8256,2.8127,2.7999,2.788,2.7764,2.7655,2.7551,2.7449,2.7356,2.729,2.7225,2.7152,2.7087,2.7031,2.699,2.6974,2.6961,2.6949,2.6942,2.6936,2.6947,2.6996,2.706,2.7143,2.7249,2.7397,2.7563,2.7751,2.7932,2.8063,2.8195,2.8326,2.8455,2.8583,2.87,2.8799,2.8893,2.8981,2.9067,2.9154,2.9232,2.9304,2.9394,2.9478,2.9544,2.9631,2.9717,2.9796,2.9886,2.9982,3.0064,3.0158,3.0261,3.0328,3.0416
2.0977,2.0712,2.0729,2.0721,2.0713,2.0754,2.0761,2.0773,2.08,2.0809,2.0819,2.084,2.0838,2.0802,2.0761,2.071,2.0664,2.0642,2.062,2.0594,2.0555,2.049,2.0423,2.0353,2.0275,2.0184,2.0089,1.9993,1.9909,1.9852,1.9796,1.9739,1.9678,1.9613,1.9521,1.9409,1.9294,1.9189,1.9079,1.8975,1.8871,1.8773,1.8676,1.8582,1.8489,1.8397,1.8312,1.8243,1.8174,1.8098,1.8027,1.7961,1.7906,1.7871,1.7839,1.7807,1.7779,1.7754,1.774,1.7752,1.778,1.7826,1.7893,1.799,1.8103,1.8231,1.8355,1.8452,1.8549,1.8649,1.8748,1.8846,1.8938,1.9015,1.9092,1.9166,1.9232,1.9291,1.9349,1.9408,1.9465,1.953,1.9598,1.9651,1.9714,1.9807,1.9876,1.9946,2.0045,2.0119,2.0209,2.0301,2.0356
3.05,3.0174,3.0145,3.0116,3.0122,3.0097,3.0138,3.0128,3.0102,3.0125,3.012,3.01,3.0072,3.0012,2.9946,2.9879,2.9818,2.9768,2.9708,2.965,2.9589,2.9501,2.9403,2.9304,2.9204,2.91,2.8992,2.8872,2.8761,2.8678,2.8597,2.8519,2.8442,2.8359,2.8271,2.8179,2.8098,2.8028,2.7961,2.7891,2.7828,2.777,2.7714,2.7661,2.7611,2.756,2.7514,2.7478,2.7437,2.7384,2.7333,2.7288,2.7257,2.7247,2.7242,2.7242,2.7246,2.7254,2.7272,2.7301,2.7335,2.7381,2.7433,2.75,2.7576,2.7665,2.7762,2.7854,2.7949,2.8044,2.8144,2.8254,2.8366,2.8459,2.854,2.8623,2.8715,2.8803,2.8883,2.8957,2.9029,2.9104,2.9165,2.924,2.9328,2.9381,2.9466,2.9569,2.9606,2.9719,2.9781,2.9844,2.9942
2.0996,2.0718,2.0745,2.073,2.0722,2.0773,2.0768,2.0784,2.0815,2.0817,2.0826,2.0849,2.0847,2.0809,2.0767,2.0713,2.0663,2.064,2.0619,2.0595,2.0554,2.0487,2.042,2.035,2.0273,2.018,2.0083,1.9985,1.9902,1.9845,1.9788,1.9732,1.9669,1.9603,1.9516,1.9415,1.9309,1.9216,1.9116,1.9024,1.8929,1.8842,1.8756,1.8671,1.8587,1.8505,1.843,1.8368,1.8305,1.8234,1.8169,1.8107,1.8056,1.8024,1.7995,1.7967,1.7943,1.7921,1.7907,1.7914,1.7936,1.7976,1.8035,1.812,1.8218,1.833,1.844,1.853,1.8623,1.8719,1.8815,1.8909,1.8995,1.9069,1.9144,1.9216,1.9277,1.9331,1.9387,1.9445,1.95,1.9564,1.9634,1.9684,1.974,1.984,1.9909,1.9968,2.0078,2.0145,2.0228,2.0325,2.0363
2.8388,2.7933,2.7879,2.7775,2.7757,2.7726,2.7724,2.7733,2.7716,2.7744,2.7774,2.779,2.7809,2.7793,2.7764,2.7737,2.7733,2.7758,2.778,2.7807,2.7831,2.7832,2.7831,2.7828,2.7821,2.7804,2.7787,2.7765,2.7758,2.7792,2.7829,2.7868,2.7904,2.7936,2.7923,2.7882,2.7835,2.7799,2.7758,2.7721,2.7683,2.7646,2.7609,2.7576,2.754,2.7499,2.7464,2.7451,2.7428,2.7383,2.7334,2.7286,2.7246,2.7225,2.7201,2.7167,2.7126,2.7077,2.7042,2.7044,2.7055,2.7082,2.7132,2.7227,2.7338,2.7466,2.7574,2.7614,2.7643,2.7668,2.7696,2.7726,2.7742,2.7728,2.7706,2.7689,2.7679,2.7661,2.763,2.7601,2.7589,2.7574,2.7547,2.7544,2.7539,2.7529,2.756,2.7566,2.7564,2.7621,2.7606,2.765,2.7639
