0.0048851,4.5969e-07,-0.00085917,0.0033064,0.0065298,-0.0023948,0.0014611,-0.0080622,8.8085e-05,-0.0091689,-4.2327e-05,-0.010906,0.0027619,-0.00020502,0.00055188
0.003961,-1.7558e-06,0.0066739,0.0044368,-0.0064974,-0.0018219,0.0011111,-0.0073218,-0.011305,0.0073503,3.1328e-06,-0.0018929,0.00057274,-0.00055647,0.00057088
0.0048776,-0.0098914,0.0027687,-0.0087112,0.00025015,-0.017198,-0.0048398,0.0027115,-1.1602e-05,0.00016941,-6.7795e-05,0.00024004,0.00093336,-6.178e-05,7.3868e-05
0.0040891,6.2365e-08,-0.0079898,-0.00016294,-0.0062162,-0.0018336,0.0011192,-0.0073782,0.01089,0.0077976,7.9853e-07,-0.0020249,0.00073048,0.00053629,0.00056713
0.0048773,0.0098854,0.0027669,-0.0086991,0.00024774,-0.0038251,0.017348,0.0027628,-1.2249e-05,0.00017361,6.5845e-05,0.00023832,0.00093911,-6.2337e-05,7.4213e-05
0.0048225,4.3415e-07,-0.00079799,0.0030719,0.0057572,-0.0018484,0.0011256,-0.005085,4.5065e-05,-0.0040588,-1.5965e-05,-0.0035856,-0.0010817,0.00011187,-0.0028913
0.0038982,-1.6544e-06,0.0061768,0.0040834,-0.0056341,-0.001344,0.0008171,-0.0038985,-0.0044085,0.0016243,1.2893e-07,1.5305e-05,-0.0018903,0.0035354,0.002232
0.0047636,-0.0091198,0.0024441,-0.0076713,0.00018102,-0.0063994,-0.001739,-0.0013414,2.218e-05,-0.0012103,-0.0046164,0.0030274,0.0024992,-0.00015665,0.00013848
0.0040256,5.9414e-08,-0.0073939,-0.00016496,-0.0054015,-0.0013604,0.000828,-0.003989,0.0043698,0.0018464,-1.4867e-07,-1.9245e-05,-0.002349,-0.0032571,0.0021951
0.004764,0.0091198,0.002445,-0.0076685,0.00017964,-0.0014769,0.0064504,-0.0013195,2.3392e-05,-0.0012188,0.00464,0.0029987,0.0024985,-0.00015679,0.00013859
0.0047917,4.151e-07,-0.0007697,0.0029638,0.0054224,-0.0016481,0.0010025,-0.0040019,2.9336e-05,-0.0022534,-6.8304e-06,-0.0010598,-0.0023195,0.00021306,-0.0039068
0.0038679,-1.603e-06,0.0059697,0.0039364,-0.0053067,-0.0011988,0.00072779,-0.0028926,-0.0024609,6.0814e-05,-6.5806e-07,0.00050857,-0.0024484,0.0044446,0.0025461
0.004709,-0.0088051,0.0023221,-0.007282,0.00015819,-0.0036219,-0.00094102,-0.0022611,2.8967e-05,-0.0014737,-0.0054676,0.0035259,0.0027262,-0.0001702,0.0001453
0.003995,6.198e-08,-0.0071451,-0.00016597,-0.0050917,-0.0012171,0.00073973,-0.0029941,0.0025307,0.00022413,-4.1092e-07,0.00049929,-0.0030447,-0.0040963,0.0024984
0.0047096,0.0088074,0.0023241,-0.0072827,0.00015715,-0.00087668,0.0036616,-0.0022408,3.0524e-05,-0.0014827,0.0054888,0.0034879,0.0027213,-0.00017001,0.00014531
0.0047718,3.9926e-07,-0.00075308,0.0029003,0.0052408,-0.0015623,0.0009498,-0.0035676,2.3327e-05,-0.001587,-3.579e-06,-0.00017228,-0.0026702,0.0002409,-0.0040972
0.0038467,-1.5639e-06,0.005843,0.0038475,-0.0051279,-0.0011389,0.00069105,-0.0025427,-0.0018507,-0.0003771,-8.3039e-07,0.00062677,-0.0024983,0.0045047,0.0025018
0.0046695,-0.0086063,0.0022512,-0.0070568,0.0001476,-0.0028014,-0.0007059,-0.0024155,2.9539e-05,-0.0014736,-0.005431,0.0034821,0.00263,-0.00016406,0.00013889
0.0039734,6.7291e-08,-0.0069927,-0.00016594,-0.0049215,-0.0011578,0.00070336,-0.0026463,0.0019505,-0.00023379,-4.6627e-07,0.00062446,-0.0031072,-0.0041511,0.0024514
