0.00097402,2.4523e-05,1.5188e-05,-2.3044e-08,4.4361e-06,2.929e-09,-9.8719e-06,2.29e-07,-4.72e-05,0.00035338,-3.8614e-05,1.8408e-07,-3.2999e-06,1.5902e-05,-0.00035367,0.00035757,-3.2151e-06,-4.9152e-05,2.6608e-05,0.00066297,-3.3002e-05,-7.5252e-05,8.48e-06,0.00010413,-3.4708e-07,-1.6152e-06,-6.1836e-06,4.5511e-07,-2.5446e-06,4.2087e-06,-2.7002e-06,0.00033056,-0.0003952,-4.4782e-05,2.8704e-05,7.7037e-06,-1.0505e-05,3.9187e-05,-3.6759e-07,-2.4461e-05,0.0093657,-0.0051545,0.00040936,0.00051011,-1.0077e-06,-0.00051633,-6.5784e-05,-6.6405e-05,-2.3395e-08,-2.8025e-06,0.00036576,0.00058314,0.00027581,3.2781e-06,-0.00020852,-0.00067222,1.2837e-05
0.001009,2.2631e-05,4.3694e-06,-1.7257e-09,1.2067e-07,1.0343e-09,2.2345e-06,-3.8906e-08,1.2659e-05,-0.00010083,1.3943e-05,-8.1167e-08,-5.7416e-07,-7.3999e-06,0.00019529,-0.00047053,4.3329e-06,6.6179e-05,-3.6113e-05,-0.00096681,6.4525e-05,0.00014475,-1.8678e-05,-0.00021575,1.4595e-06,6.8244e-06,5.373e-05,-1.7442e-05,1.5491e-05,-2.7468e-05,2.4608e-05,-0.0026057,0.0041885,-0.00066336,0.00080202,0.0020892,-5.3426e-05,-5.0478e-05,8.163e-07,1.6194e-05,0.0053287,0.0095025,-0.00078463,0.00021003,-2.5037e-06,-0.0001284,-1.1198e-05,-2.7416e-05,5.8296e-08,2.9304e-06,7.8739e-05,0.00019269,0.00010159,1.397e-06,-0.00032926,-0.0016502,3.8167e-05
4.5657e-05,-0.0016284,4.5561e-05,-2.9756e-06,0.0005285,-3.2983e-08,-1.0138e-05,1.3801e-05,-9.0395e-06,7.4199e-05,0.00056949,3.8221e-06,6.0685e-06,-2.4827e-08,5.056e-07,3.5094e-06,2.6403e-08,-4.9882e-07,-2.6439e-07,4.1662e-06,3.4071e-06,1.0385e-06,-3.9422e-06,-3.9069e-06,2.4547e-05,0.00010718,0.0015042,0.0018255,4.7209e-05,-6.2408e-05,-2.0622e-07,1.5625e-05,-2.4739e-07,-3.3413e-06,3.9976e-06,-3.0089e-05,-0.00078944,-0.00010344,8.4843e-07,2.286e-05,1.5204e-07,7.1033e-06,5.6333e-05,-0.00010497,4.7121e-06,-0.00010102,-6.302e-05,-0.00019673,2.5865e-05,-0.0030411,-5.6373e-05,1.5586e-05,-1.4754e-08,-5.6071e-08,1.5401e-05,4.1854e-07,9.0854e-06
2.6817e-05,-6.0702e-05,-0.0019987,-1.6691e-07,2.5792e-05,1.4206e-06,0.00098186,5.4055e-07,-7.3683e-06,5.5262e-05,5.1812e-05,-9.0564e-06,-0.0019474,-5.2986e-07,1.525e-05,2.8633e-05,3.376e-05,-2.0819e-05,-0.00029349,8.1691e-06,0.00021491,-6.0429e-05,-0.00024566,2.805e-05,1.8692e-06,8.9801e-06,0.0010717,-0.00085393,-6.4084e-06,7.3903e-06,2.0912e-07,-2.1357e-05,2.6999e-06,-5.0476e-05,5.4838e-05,-0.00015794,-0.00028724,0.0069326,-0.00023308,0.0094776,1.3195e-05,0.00019149,0.0018749,-0.00084738,3.8424e-05,-0.00084649,-0.00033508,-0.0004262,1.1045e-06,5.1859e-05,-0.00039392,0.0003206,3.9154e-05,5.1398e-06,-0.0001265,8.0567e-05,-3.7245e-05
0.00099611,1.9663e-05,-4.9299e-06,1.0736e-08,-2.1795e-06,7.4197e-10,9.5189e-06,-1.4801e-07,3.4552e-05,-0.00027009,3.135e-05,-1.825e-07,-2.8364e-06,-1.152e-05,0.00041467,-0.00085269,7.9239e-06,0.00012065,-6.617e-05,-0.0018565,0.00013781,0.0003154,-3.781e-05,-0.00047856,1.0192e-06,4.9066e-06,2.7299e-05,-6.0458e-06,8.2614e-06,-1.2399e-05,-2.4822e-06,0.00019045,-0.0041005,-0.0070085,0.0081244,0.0057186,-9.1696e-05,-3.8653e-05,4.0441e-07,1.173e-05,-0.00067095,-0.00082498,0.000132,8.2107e-05,5.0111e-06,-0.00028004,-8.184e-05,-0.00017374,2.875e-07,1.2286e-05,0.00010834,0.0004,0.00020169,3.0612e-06,-0.00082679,-0.0040101,9.2939e-05
4.4643e-05,-0.0015596,3.8249e-05,-3.1267e-06,0.0004761,-2.9541e-08,-6.9499e-06,1.5248e-05,-7.8203e-06,6.4319e-05,0.0005047,3.3976e-06,2.9851e-06,-8.8381e-08,2.939e-06,1.5191e-07,2.8728e-08,-3.225e-08,-2.638e-07,-4.1339e-07,8.754e-07,2.8067e-07,-9.621e-07,-8.2444e-07,2.1907e-05,9.3212e-05,-0.0011745,-0.0015025,0.00011498,-0.00013032,4.7168e-07,-4.3328e-05,2.1895e-06,-4.8957e-05,5.4134e-05,-0.00020088,-0.0037078,-0.0003505,2.6672e-06,7.1286e-05,2.9344e-07,1.9398e-05,0.00015826,-0.00018929,8.328e-06,-0.00017403,-9.4396e-05,-0.00021155,-2.8347e-06,0.00029773,5.9973e-05,-2.5213e-05,-2.4761e-07,-3.2709e-08,-8.6804e-05,2.897e-05,1.7599e-05
0.00098031,8.1886e-06,-6.4095e-05,2.5774e-07,-4.9257e-05,-6.1471e-08,4.3646e-05,-1.941e-06,0.00018895,-0.0014234,5.2036e-05,-2.6974e-07,0.00028243,0.009189,0.0097013,0.0031263,-1.144e-05,-0.00043636,8.4808e-05,0.0063615,-0.0018092,-0.0087302,-0.0037185,-0.03026,-4.9758e-05,-0.0002071,-0.00010442,2.7837e-05,-5.1341e-05,6.4295e-05,-2.025e-06,0.00020434,-0.00050907,0.0044314,0.0012122,0.0029601,-0.00023813,0.00022499,-1.9722e-06,-4.7915e-05,-0.0001528,-5.7806e-05,-0.00010802,-0.00016226,-6.2584e-06,0.00056558,0.00016694,0.00037802,-1.2003e-06,-5.9998e-05,0.0021578,0.002351,0.0074324,6.3774e-05,-0.00016386,0.00063201,-2.3638e-05
0.0011278,1.2919e-05,-7.077e-05,3.7521e-07,-8.0123e-05,-9.471e-08,0.00014959,-6.4327e-06,-0.010445,-0.01311,0.0015288,-7.4781e-06,-7.3792e-05,0.00019758,-0.0040048,0.022217,-2.9564e-05,-0.031194,0.0033051,-0.012001,0.0001271,0.0005586,5.0596e-05,-0.00075072,-1.0359e-05,-4.6041e-05,-0.0001064,3.8039e-05,-4.0647e-05,6.3326e-05,0.0049692,0.0040313,0.0025217,-0.00031444,0.00037582,0.00028301,-7.9331e-05,0.00017547,-1.8121e-06,-4.6442e-05,-0.00041124,-4.2639e-05,-0.00018616,0.0057545,0.0073787,-0.0046895,-0.00050387,-0.00048638,5.6357e-07,2.4116e-05,-0.00059663,-0.00068329,-0.00039641,-3.774e-06,-3.7578e-05,0.00017402,-9.211e-06
0.00098561,8.5183e-06,-6.3483e-05,2.5852e-07,-4.944e-05,-6.2438e-08,4.3341e-05,-1.9782e-06,0.00019012,-0.0014547,5.6597e-05,-3.2641e-07,0.00028434,-0.010492,0.0090947,0.0034688,-1.2659e-05,-0.00048494,9.3638e-05,0.0074882,0.010557,0.028515,0.00077539,-0.0073188,-3.716e-05,-0.00015757,-8.6721e-05,2.1261e-05,-4.7103e-05,5.9195e-05,5.5637e-06,0.00017665,-0.00048713,-0.0015361,-0.0040244,0.003129,-0.00024998,0.00024077,-2.1054e-06,-5.1369e-05,-0.00017871,-8.2039e-05,-0.00012626,-0.00014013,-5.0996e-06,0.00057643,0.00017746,0.00041538,-1.456e-06,-7.7446e-05,0.0039033,0.0059245,-0.0034415,-2.0367e-05,-0.00019098,0.00044636,-1.939e-05
0.0011279,1.2888e-05,-7.1006e-05,3.7712e-07,-8.0591e-05,-9.5304e-08,0.00015161,-6.5475e-06,0.013598,-0.009937,0.0014976,-7.368e-06,-7.4081e-05,0.00019722,-0.0040341,0.029146,-0.0003856,0.025281,-4.62e-05,-0.011412,0.0001247,0.00054737,4.9311e-05,-0.00073948,-1.0233e-05,-4.5495e-05,-0.00010556,3.7623e-05,-4.0462e-05,6.3122e-05,-0.005042,0.003893,0.002499,-0.00031013,0.00037382,0.00028038,-7.8672e-05,0.00017401,-1.7969e-06,-4.6015e-05,-0.00040656,-4.7355e-05,-0.00018397,0.0053159,-0.0074941,-0.0049266,-0.00050582,-0.00048457,5.5706e-07,2.3761e-05,-0.00057894,-0.00065623,-0.00041406,-3.8827e-06,-3.9151e-05,0.00017146,-9.1635e-06
