0.99798,2.0944e-06,-0.00064553,0.0020358,0.00068921,0.008998,-0.0053803,0.0021696,4.6233e-05,-0.003133,2.8218e-05,0.0069257,-0.0022083,0.0001094,-0.00025264
1.7216e-06,0.98574,7.5305e-06,-2.6206e-05,2.5653e-06,-0.032796,-0.054471,-0.00015177,6.2819e-07,-4.296e-05,0.023151,-4.4285e-05,-7.6773e-06,-1.1676e-06,-1.3919e-06
-0.00063322,6.7704e-06,0.98715,0.0028905,-0.00039543,0.020251,-0.012034,-0.015106,0.053062,-0.00068176,2.6059e-05,0.0016658,0.0071094,0.019969,0.00040628
0.001976,-2.4092e-05,0.0028842,0.97853,0.0019323,-0.064494,0.038286,0.049842,0.016938,0.0068533,-8.9054e-05,-0.004465,-0.017968,0.0076447,-0.0015965
0.00077502,2.0016e-06,-0.00036884,0.0018862,0.97622,0.00040955,-0.00016157,-0.025956,-0.0039291,0.091512,0.00015918,0.018689,0.0082339,-0.0006853,-0.024018
0.0063963,-0.025014,0.016234,-0.051785,0.0004774,0.4607,-0.027858,0.19709,-0.0029931,0.10199,0.17105,-0.20713,-0.06294,0.0037018,-0.0025611
-0.0038308,-0.041553,-0.0096464,0.030742,-0.00021004,-0.027814,0.43324,-0.11928,0.0018746,-0.062115,0.28868,0.12386,0.03717,-0.0021924,0.0015158
0.002482,-0.00012165,-0.011059,0.036668,-0.022515,0.17738,-0.10753,0.64998,-0.0050489,0.10156,0.0016016,-0.11312,0.2477,-0.015456,-0.006748
3.4298e-05,-6.6557e-07,0.040859,0.013133,-0.0031889,-0.0025774,0.0016159,-0.0049089,0.44757,0.0022057,4.6246e-05,0.0013863,-0.022209,-0.32991,-0.0052927
-0.0017299,-2.7809e-05,7.559e-05,0.0031254,0.072059,0.085075,-0.051896,0.093996,0.0021586,0.42028,-0.00013964,-0.038709,-0.06528,-0.0073472,0.22798
1.7018e-05,0.010428,1.882e-05,-6.5302e-05,0.00012441,0.13997,0.2366,0.0014511,4.2602e-05,-0.00013432,0.79167,-0.0014606,6.5402e-05,3.9441e-05,0.00055877
0.0033465,-4.6867e-06,-2.5795e-05,0.00060597,0.014225,-0.1672,0.10015,-0.10024,0.0011979,-0.037225,-0.0014423,0.56566,0.18358,-0.011312,0.10401
-0.0011722,2.9535e-06,0.0031401,-0.0078087,0.005032,-0.045812,0.027096,0.19993,-0.018278,-0.057968,5.8266e-05,0.16409,0.77691,-0.0023505,-0.016734
6.282e-05,-1.4931e-06,0.0093996,0.003547,-0.00044404,0.0026164,-0.0015487,-0.012444,-0.27178,-0.0058378,2.9845e-05,-0.010061,-0.0021685,0.7865,0.0029704
-0.00013991,-1.2348e-08,8.459e-05,-0.00034924,-0.0097937,-0.0012432,0.00073864,-0.005393,-0.0042356,0.17351,0.00043407,0.080782,-0.014164,0.0022118,0.87253
