-0.39166,-0.35047,-0.27826,-0.37384,-0.31561,-0.4065,-0.51752,-0.4116,-0.5178,-0.36289,-0.4409,-0.3668,-0.44128,-0.2856,-0.34502,-0.28761,-0.34501,-0.24269
-0.34424,0.073936,0.47299,-0.21825,0.25794,-0.62496,-1.2766,-0.64081,-1.2787,0.11215,0.19531,0.11517,0.19583,0.7371,1.265,0.7474,1.2653,0.569
0.00031227,0.00091286,-0.00078823,0.00034888,0.00030713,-0.00075065,3.9265,0.00033964,-3.9557,0.0021301,0.0061246,0.0022025,0.0060691,-0.0019577,-0.0055145,-0.0019988,-0.005508,-0.0014218
-0.058648,0.27649,-0.23118,0.032023,0.18176,-0.32203,-2.1813,-0.33361,-2.1604,0.73377,2.2478,0.75993,2.2583,-0.60557,-1.8062,-0.61886,-1.8077,-0.4464
-6.1528e-05,0.0015741,-0.00021646,0.0062703,-0.0031489,0.0017332,-0.0080093,0.0018007,-0.0081471,0.00013011,4.881,0.0010218,-4.9284,-0.00038245,-0.00057083,-0.00038318,-0.00058187,-0.00016904
-0.00017715,0.00022673,-0.00044029,0.00047221,-9.7184e-05,-0.00027576,0.0010783,-0.0002834,0.0010639,0.00033321,0.0029152,0.00033006,0.002586,-0.00060397,-4.829,-0.00094023,4.8381,0.00015161
0.26858,-0.010204,0.011127,0.15921,-0.078427,1.0363,-3.2947,1.0582,-3.2997,-0.25744,-3.039,-0.27066,-3.032,-0.011616,-0.23169,-0.011584,-0.22567,-0.01556
-0.0061844,0.014729,0.016878,0.0014241,0.020783,-3.2626,0.085832,3.2135,0.087138,0.040845,-0.28294,0.042707,-0.28394,0.042509,-0.34286,0.042884,-0.34242,-0.0030987
0.10284,-0.14776,-0.19824,0.008639,-0.23431,0.93068,-1.1594,1.6276,-1.1619,-0.44338,2.6785,-0.46405,2.6881,-0.54789,3.819,-0.5534,3.8145,0.0068828
-0.044524,-0.20868,0.25713,-0.089153,-0.063498,1.6238,-0.00012382,1.7955,0.00076487,-1.5386,2.2896,-1.6475,2.3065,1.8457,-2.8702,1.8783,-2.8692,0.41028
0.0012986,0.0025817,-0.0010764,0.0014936,0.0058743,-0.016094,-0.004429,-0.017746,-0.0044492,3.9271,-0.0023406,-4.1867,-0.0033495,-0.012475,0.010134,-0.011388,0.010084,-0.0023801
-3.7323e-05,0.00016817,-0.0015517,-0.00012384,-0.00046043,-0.001176,-0.00039256,-0.0012769,-0.00039779,0.0083259,-0.0053639,0.0072699,-0.0054222,3.9025,0.01927,-4.0208,0.018934,-0.0050199
0.39866,0.026722,0.022043,0.20076,-0.092481,-2.3209,-1.5709,-2.5724,-1.5792,-3.2497,0.61775,-3.411,0.62442,-0.41267,0.13105,-0.43782,0.13195,-0.063409
-0.37145,0.16708,0.31981,-0.09811,0.46225,1.6106,2.4324,1.8101,2.455,-1.5277,-0.58312,-1.6298,-0.58705,-3.2667,-1.207,-3.4042,-1.2039,-0.21955
-0.0054289,-0.00038926,0.0047813,0.0046759,-0.00091086,0.015236,11.21,0.018035,-11.802,0.009976,0.014977,0.010902,0.013911,-0.026243,-0.03692,-0.027629,-0.036627,0.0046809
0.14143,0.092578,-0.21491,0.060942,-0.047778,-0.48137,11.14,-0.57047,10.559,-0.47557,-1.0325,-0.52439,-1.0596,0.99423,1.82,1.0505,1.8134,-0.23397
-0.32011,0.25795,-0.27357,0.16407,0.12603,0.79494,-2.0717,0.98433,-2.0465,-0.93899,-7.9818,-1.062,-10.673,0.97065,4.6088,1.038,4.56,-0.53399
-0.035466,0.024876,-0.032321,-0.049368,0.044248,0.10536,-0.24592,0.1317,-0.24168,-0.12928,-12.077,-0.14452,10.251,0.12521,0.74224,0.13405,0.72841,-0.07874
-0.00020665,0.0012564,0.00070441,0.0067472,-0.0072746,-0.0027414,0.0059927,-0.003539,0.0057212,0.0021041,-0.083423,0.0022187,-0.07406,0.00041306,-11.15,0.00068965,11.018,0.0044201
0.14139,-0.1553,0.046259,0.038661,-0.15252,-0.50545,0.96299,-0.64898,0.95298,0.46586,-5.8636,0.51859,-5.3651,-0.17113,-9.0764,-0.1946,-9.2973,0.53681
0.43245,-0.52587,0.95393,-0.13919,-0.34468,-1.3706,0.73862,-2.4391,0.73191,1.9462,-2.2191,2.3476,-2.2073,-3.0377,3.3978,-3.3343,3.4046,2.0119
-0.17484,0.043088,-0.10058,-0.055628,0.1099,4.7078,-0.23377,-12.779,-0.23624,-0.15295,0.079369,-0.20392,0.080349,0.29938,-0.1097,0.34077,-0.10985,-0.36541
0.28238,0.0027706,0.095489,0.15958,-0.19034,12.278,0.26473,4.215,0.26514,-0.082845,0.041453,-0.12732,0.039929,-0.26315,-0.0026451,-0.31695,-0.0025965,0.58079
-0.44395,0.30992,0.061745,0.26508,-0.30551,-0.66318,-0.06592,-0.42964,-0.065081,-1.4099,0.38542,-11.74,0.39157,-0.46753,-0.04519,-0.71651,-0.044597,1.3544
0.43342,-0.32966,0.00040148,-0.26122,0.23575,0.39362,0.059701,0.28263,0.058894,11.382,-0.36587,-4.0744,-0.36987,0.055871,0.080443,0.29134,0.080226,-1.034
-0.012198,0.0074869,0.11637,0.013831,-0.021358,-0.04664,-0.01668,-0.036022,-0.016724,0.033956,-0.0019581,-0.0014158,-0.0018312,-7.1901,0.094254,10.781,0.093302,0.24104
0.14395,-0.12702,-0.42352,-0.10778,0.094495,0.20921,0.098024,0.17063,0.098357,-1.3676,-0.087426,-0.73138,-0.087978,-9.9883,-0.29506,-6.1302,-0.29139,-0.95457
-1.1557,0.94426,-0.31812,0.63902,-0.37491,-0.20413,0.10735,-0.15697,0.11607,5.5863,0.82643,3.9229,0.82539,-1.9303,-0.31118,-1.5504,-0.31086,1.361
0.0070492,0.0037649,-0.0025318,0.01498,-0.004994,-0.010351,3.327,-0.0040443,-3.3955,0.012223,0.0015084,0.0093559,0.00030138,-0.0075169,-0.00070348,-0.0064807,-0.0005407,0.0067652
-0.79822,-0.12015,0.14446,-0.66395,0.14133,0.83562,2.8992,0.75502,2.8057,-0.43487,-0.1255,-0.35064,-0.11711,0.30065,0.085618,0.26919,0.08443,-0.37191
0.84551,2.1469,-1.1491,-2.361,1.5546,-0.12041,0.043063,-0.11911,0.04302,-0.1513,-0.30491,-0.13636,-0.30434,0.038859,0.068119,0.027957,0.069389,1.4709
-0.71769,1.6821,2.1864,-1.4722,-1.7804,0.50077,-0.29851,1.5642,-0.29706,-0.13428,-0.18241,-0.12079,-0.18472,-0.23329,-0.24927,-0.21526,-0.24865,-1.8316
0.036328,0.47539,0.57435,-0.20232,-0.4928,2.7785,0.0078658,-2.8206,0.0078997,-0.025458,-0.033635,-0.022502,-0.033366,-0.064686,-0.071816,-0.059981,-0.071718,-0.46625
-1.45,-1.1073,-1.083,-0.73659,1.0568,2.5518,-0.39462,1.7372,-0.39276,0.01238,-0.00034888,0.0090072,-0.0041884,0.13456,0.16703,0.12602,0.16701,0.8293
0.11592,0.065876,0.025865,0.55558,0.21027,0.02853,0.0064507,0.027208,0.0072349,-0.0083106,-1.0816,-0.0089873,1.0613,-2.2266e-07,-0.012082,0.00015803,-0.0087122,-0.011017
0.16616,0.073139,0.084383,0.65316,0.55164,0.035365,0.0030182,0.034007,0.002633,-0.0075265,-0.012096,-0.0069652,-0.033059,-0.0049975,-1.08,-0.0048917,1.0413,-0.023491
2.2645,1.0581,0.61036,7.9127,3.8648,0.43957,0.04339,0.42336,0.039511,-0.098294,-0.18592,-0.091192,-0.36408,-0.04169,0.016915,-0.037318,-0.17624,-0.21775
