0.25392,0.26824,0.010072,0.002968,0.27078,0.0099361,0.26251,0.30664,0.26538,0.30701,0.011403,0.014838,0.011536,0.014851,0.0041824,0.005634,0.0042099,0.0056351,0.0029297
0.0074537,0.0077051,-0.45224,-0.0089201,0.007643,-0.44547,0.0067419,0.0077046,0.0068204,0.0077066,-0.50567,-0.68241,-0.51218,-0.68298,-0.012881,-0.017885,-0.012967,-0.017889,-0.0088423
0.0036614,0.002696,0.014631,-0.54461,0.0019914,0.014237,-0.0043377,-0.0084076,-0.0043985,-0.0084984,0.0047948,0.0053507,0.0050068,0.0052297,-0.82313,-1.3645,-0.8313,-1.3649,-0.54702
-3.4608e-06,1.1167e-06,-0.00092745,-4.2967e-05,3.2369e-06,-0.00098664,4.0065e-05,8.351e-05,4.0958e-05,8.4352e-05,-0.00074606,-3.0809,-0.001239,3.1183,-3.1893e-05,-0.00011765,-3.372e-05,-0.00011696,-3.5518e-05
0.00063348,-0.00040138,0.1626,0.0057445,-0.0010444,0.1583,-0.0084466,-0.019454,-0.0086497,-0.019664,0.21203,-3.0965,0.2237,-3.0734,0.002362,0.016443,0.0027543,0.01594,0.0039612
5.2787e-07,-1.3364e-07,-1.1955e-05,0.00041079,-2.4915e-07,-1.1604e-05,-9.0538e-06,-2.0938e-05,-9.3593e-06,-2.1186e-05,-3.8289e-05,0.00024947,-3.9758e-05,0.00024838,0.00049107,3.2326,0.00063985,-3.2415,0.00058329
-0.0025271,9.1187e-05,-0.0035222,0.28686,0.0016721,-0.0032274,0.011276,0.046526,0.011539,0.047356,0.020361,-0.010677,0.020245,-0.010718,1.1443,-3.0351,1.1565,-3.0343,0.20218
6.2477e-05,4.5496e-06,0.0042855,5.8019e-05,1.2693e-06,0.0053642,-0.00042128,-0.0019085,-0.00043825,-0.0019525,2.4224,-0.0038279,-2.5777,-0.0043575,-9.9527e-06,-0.00011795,2.2354e-05,-0.00011667,-1.8335e-05
-0.013284,0.0024655,-0.0026687,-0.0020709,0.010132,-0.002621,0.051675,-3.3634,0.053452,4.3901,0.037106,-0.0045512,0.036306,-0.0045662,-0.0030623,0.0051305,-0.0039183,0.0051206,-0.0011801
0.099496,-0.02029,0.022067,0.01551,-0.079319,0.021687,-0.39008,-4.2017,-0.41012,-3.1931,-0.30602,0.034208,-0.29986,0.034324,0.022106,-0.037057,0.029119,-0.036984,0.008781
-0.01175,0.0021492,0.18249,0.013332,0.0086037,0.18073,0.020355,0.5009,0.022502,0.49279,-2.4954,0.032253,-2.4675,0.032613,-0.0098775,-0.01455,0.024118,-0.014471,0.0067338
5.6169e-05,-5.3243e-06,0.0012598,-0.0028645,-2.7017e-05,0.0012404,-6.7678e-05,-0.0024103,-8.4902e-05,-0.0023841,-0.017008,-0.00025375,-0.016841,-0.00025253,2.611,0.012434,-2.6593,0.012337,-0.001065
-0.00097162,0.00043889,0.0037253,-0.59345,0.00051645,0.0034302,0.082311,-0.033586,0.084816,-0.033816,-0.019417,-0.0089807,-0.019555,-0.0089968,2.4475,1.1865,2.5704,1.188,-0.31872
0.0047814,-0.0019576,-5.2445e-05,-0.00017376,-0.0037732,-6.4493e-05,2.9794,0.066478,-3.4897,0.066536,0.0010641,0.00044391,0.0010642,0.00044537,0.0020084,0.00040808,0.0020471,0.00040715,-0.00016781
-0.10557,0.053336,0.001965,0.006056,0.1407,0.0024095,3.1484,-1.3525,3.0277,-1.3674,-0.04086,-0.018102,-0.04084,-0.018163,-0.078417,-0.028722,-0.080256,-0.028771,0.0074708
0.10469,-0.16113,0.00084348,0.010513,-0.34136,1.5963e-05,1.0232,6.9696,1.1667,9.1883,0.007072,0.0088473,0.0074289,0.0089197,0.02328,0.49772,0.027704,0.54172,0.0019069
-0.00098751,0.0014346,-1.5457e-05,0.0099373,0.0031055,-6.2515e-05,-0.0057973,-0.010958,-0.006411,-0.12314,0.00030449,0.00058828,0.00035188,0.000592,-0.01019,-8.1502,-0.010893,10.219,-0.0030081
-0.014605,0.022709,-0.00011381,-0.0063614,0.048558,2.8998e-05,-0.14162,-9.7741,-0.162,7.961,-0.0010856,-0.0014912,-0.0011592,-0.0015034,0.0022402,-0.71,0.0020706,-0.47692,0.0014268
0.0082261,-0.011949,0.00012708,-0.085388,-0.025981,0.00056423,0.045639,1.0503,0.050258,0.00032646,-0.0027452,-0.0052845,-0.0031731,-0.005318,0.090906,-10.066,0.098323,-7.9989,0.02981
0.21816,-0.32257,0.0014546,0.0061742,-0.76951,0.00016757,2.0709,-3.6782,2.5097,-3.5125,0.0039974,0.0058093,0.0043038,0.0058932,-0.011006,0.018036,-0.01218,0.017713,0.010974
-0.016124,0.019905,0.00076798,0.062356,0.06059,0.0011586,-0.59908,0.019454,3.4369,0.018738,0.01146,0.0254,0.01182,0.02602,-0.57329,-0.0066357,10.136,-0.0072042,-0.0633
-0.036758,0.046287,0.00022504,-0.018016,0.14191,-0.00035411,-2.7845,0.16113,9.3375,0.15824,0.0024145,0.0074697,0.0028014,0.0076471,0.77683,-0.035269,-3.6087,-0.035045,0.012307
