"x1","x2","x3","x4","x5","x6","x7","x8"
72.0,-0.01981743757819835,-0.020392069631891455,-0.02888150459450193,-0.037370939557093565,-0.057188377135191114,-0.08125003966520869,-0.095431
73.0,0.004734339455327825,0.004491668020000613,0.006721189286408819,0.008950710553000726,0.0136850500083949,0.013684752795640909,0.012103
74.0,0.0027890136843984094,0.0024875698928992175,0.0029228658384157875,0.003358161784058215,0.006147175468499451,0.006147505552264717,0.0053583
75.0,0.01958357071505648,0.019297911251120292,0.02057997668603624,0.021862042121072525,0.04144561283626676,0.04144588471248313,0.041329
76.0,0.012183838313968173,0.011899178408066462,0.012825141843031684,0.013751105278112859,0.025934943592097887,0.05123782338518998,0.05118
77.0,0.002883984631180718,0.002602539402183387,0.0034273363784574026,0.004252133354842808,0.007136117986068781,0.0033869404586722735,0.0033313
78.0,0.0026526696042991835,0.0023746476604403705,0.003142439397200933,0.003910231134068622,0.0065629007384197776,0.008696545212482195,0.0086434
79.0,0.0025103775226747414,0.002235640480477506,0.002954266680292379,0.0036728928802102112,0.0061832704029155874,0.043212375282973066,0.043162
80.0,0.0024324312722839685,0.0021607789102923844,0.0028363512302004524,0.0035119235502078404,0.005944354822534802,0.10414768761228149,0.1041
81.0,0.002094141986607463,0.0018255065820468141,0.0024619476607838013,0.003098388739616521,0.0051925307262655485,0.005994332052643547,0.0059486
82.0,0.001966993192353876,0.0017013671799388024,0.002306289907873585,0.0029112126359008145,0.004878205828293278,0.01892940465479169,0.018886
83.0,0.0018425390053446906,0.0015797330762850764,0.002158319199268369,0.002736905322340882,0.004579444327720676,0.02576282677690814,0.025722
84.0,0.0017244964053696327,0.0014643626450031035,0.002021136148503539,0.00257790965209034,0.0043024060574986915,0.031299049006058025,0.031261
85.0,0.0015573313463102569,0.0012999181886959993,0.0018397114777564626,0.0023795047669005294,0.003936836113243108,0.0029140050880398774,0.0028789
86.0,0.0015111461923357702,0.0012566206259305367,0.0017864474318763093,0.0023162742379029093,0.003827420430275643,0.036443650968701224,0.036412
87.0,0.0014041731928324946,0.0011524059731801307,0.0016778797481154777,0.0022033535231288596,0.0036075267159928776,0.029078022031976763,0.02905
88.0,0.00143717434106011,0.0011880882234210617,0.0017142319606223962,0.0022403756978994615,0.0036775500389866263,0.0953440985741385,0.09532
89.0,0.0011934580530470612,0.0009468735032930088,0.0014747957403057552,0.002002717977392012,0.0031961760304840166,-0.002747427492987186,-0.002768
90.0,0.000504152313087057,0.00026023001407991927,0.0007994275023715746,0.0013386249907343223,0.0018427773038385844,0.023769320099192,0.023753
91.0,-0.001077180632203651,-0.0013183378354328108,-0.0007782118636218364,-0.00023808589174156673,-0.0013152665239263613,0.08800460376690247,0.087993
92.0,0.007520164969663335,0.007282165901785032,0.007902815206411676,0.00852346451114273,0.016043629481012615,0.21604362391553011,0.21606
93.0,-0.0010789103089937427,-0.0013154352631815304,-0.0007392766853304437,-0.00016311810741396842,-0.0012420284167026904,-0.013229951491857695,-0.013234
