0.37388,0.010064,71.706
-0.68486,-0.016469,-63.785
-1.7536,-0.037353,-87.037
0.0040237,-0.0014648,0.11426
-0.68073,-0.015368,-13.822
-0.0010525,0.0018075,-0.038647
0.017403,-0.00129,15.097
-0.019055,0.0087734,-0.66317
0.15901,0.0018786,5.1162
-1.1823,-0.027975,-37.468
-0.78271,-0.0156,-18.651
-0.0061078,0.010719,-0.53104
0.79356,0.016155,-0.01995
-0.051924,0.0095959,-2.4615
0.81685,0.018091,28.294
1.3421,0.014046,71.128
0.12476,-0.00021215,6.9852
-0.22749,-0.0033667,-12.12
-1.0927,-0.0077241,-60.68
0.081785,0.0036792,2.9298
1.2214,0.0031595,67.052
0.34918,-0.00019027,17.824
-1.1269,-0.0099754,-65.628
-0.9358,-0.0089047,-52.152
0.058245,-0.0011961,4.943
0.26419,-0.0067305,22.12
-1.0719,-0.016952,68.112
0.77087,0.011604,34.324
0.21818,-0.001794,14.854
-0.25183,0.0078289,-20.103
-0.0018122,3.4388e-05,0.46917
0.18682,0.0014711,-47.679
-0.0037985,-0.0011214,80.549
0.10609,0.0019666,-14.739
-0.12433,-0.0008513,17.154
0.17876,0.00038267,37.235
0.26916,0.0051031,-23.217
-0.74279,-0.010121,110.98
0.0060723,0.00025981,-3.712
0.12523,-0.00058556,150.3
0.0020402,0.00052646,285.6
0.088575,0.0016061,36.855
1.0457,0.019486,27.969
-0.36155,-0.0097524,-4.854
0.01546,-0.00041913,0.57028
-0.29448,-0.0013306,-20.343
-0.19579,-0.0031216,-6.5037
-0.37395,-0.010911,-11.427
0.0006742,-0.00046785,0.41206
0.042708,0.0011909,-44.982
-0.27771,-0.0089026,-6.4164
0.11943,0.0012251,10.054
0.022097,-0.003665,2.3118
0.0012751,0.00099911,0.11084
-0.32566,-0.0045131,-1.7915
0.042632,-0.00078017,-7.6962
-0.040168,-0.0048938,-0.52633
